title,originalTitle,imdbID,runtime,originalLanguage,originCountry,plot,releaseDate,homepage,budget,revenue,tmdbRating,tmdbVotes,popularity,director,actors,awards,imdbVotes,imdbRating,metacriticRating,rottenTomatoesRating,mpaFilmRating,genre
A Quiet Place: Day One,A Quiet Place: Day One,tt13433802,99,en,['US'],"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",2024-06-26,https://www.aquietplacemovie.com,67000000.0,261907653.0,6.741,2656,24.7039,Michael Sarnoski,"Lupita Nyong'o, Joseph Quinn, Alex Wolff",2 wins & 9 nominations total,130708.0,6.3,6.8,8.6,PG-13,"['Drama', 'Horror', 'Sci-Fi']"
The Beekeeper,The Beekeeper,tt15314262,105,en,['US'],One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,2024-01-08,https://www.mgm.com/movies/the-beekeeper,35000000.0,152720535.0,7.329,3444,28.3124,David Ayer,"Jason Statham, Emmy Raver-Lampman, Bobby Naderi",3 nominations total,151393.0,6.3,5.3,7.1,R,"['Action', 'Crime', 'Thriller']"
Carry-On,Carry-On,tt21382296,120,en,['US'],An airport security officer races to outsmart a mysterious traveler forcing him to let a dangerous item slip onto a Christmas Eve flight.,2024-12-05,https://www.netflix.com/title/81476963,47000000.0,,6.9,2070,26.7626,Jaume Collet-Serra,"Taron Egerton, Jason Bateman, Sofia Carson",1 nomination total,147694.0,6.5,6.9,8.7,PG-13,"['Action', 'Crime', 'Drama']"
Parthenope,Parthenope,tt23853982,137,it,['IT'],"Parthenope, born in the sea near Naples in 1950, is beautiful, enigmatic, and intelligent. She is shamelessly courted by many. However, beauty comes at a cost.",2024-10-19,https://www.palacefilms.com.au/parthenope,32000000.0,10361110.0,6.873,480,25.1504,Paolo Sorrentino,"Celeste Dalla Porta, Stefania Sandrelli, Gary Oldman",3 nominations total,3085.0,6.9,5.7,4.4,R,"['Drama', 'Fantasy']"
The Garfield Movie,The Garfield Movie,tt5779228,100,en,"['US', 'GB']","Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",2024-04-30,https://www.thegarfield-movie.com/,60000000.0,254907482.0,7.1,1232,23.5052,Mark Dindal,"Chris Pratt, Samuel L. Jackson, Hannah Waddingham",2 wins & 4 nominations total,23572.0,5.7,3.1,3.7,PG,"['Animation', 'Adventure', 'Comedy']"
Azrael,Azrael,tt22173666,86,en,['US'],"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",2024-09-27,,12000000.0,631272.0,6.053,274,28.5146,E.L. Katz,"Vic Carmen Sonne, Samara Weaving, Nathan Stewart-Jarrett",1 nomination total,8989.0,5.4,5.2,7.1,R,"['Action', 'Horror']"
Spin the Bottle,Spin the Bottle,tt22029194,124,en,['US'],"When a group of friends play spin the bottle in a house marked by a brutal massacre, they unknowingly unleash an evil spirit and start dying in terrifying ways. Now, the survivors must stick together to uncover the house's dark secrets and end the bloodshed.",2024-10-03,,,,5.0,42,27.0261,Gavin Wiesen,"Tanner Stine, Kaylee Kaneshiro, Tony Amendola",,668.0,3.5,,,,['Horror']
Kingdom IV: Return of the Great General,キングダム 大将軍の帰還,tt31457736,146,ja,['JP'],"Depicts a continuation of the ""Battle of Mayang"", an all-out war against the neighboring country Zhao that Shin and Wang Ki fought in in the previous work ""Flame of Fate"".",2024-07-12,https://kingdom-the-movie.jp/index.html,,54114815.0,6.863,508,23.35,Shinsuke Satô,"Yûko Araki, Kanna Hashimoto, Yusuke Hirayama",,1176.0,7.1,,,,"['Action', 'Drama', 'History']"
Jugaremos en el bosque,Jugaremos en el bosque,tt28486987,0,es,['MX'],"After the death of his son, Javier hopes that restoring his family's abandoned ranch will allow him and his wife Mariana, who attempted suicide, a new beginning, but his grandmother refuses.",2024-05-01,,38800000.0,,7.0,39,28.3777,"Alejandra Cárdenas, Guillermo Granillo","Lucía Gómez-Robledo, Alejandro Cuétara, Víctor Albor",,58.0,4.8,,,,['Horror']
Kingdom of the Planet of the Apes,Kingdom of the Planet of the Apes,tt11389872,145,en,['US'],"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",2024-05-08,https://www.20thcenturystudios.com/movies/kingdom-of-the-planet-of-the-apes,160000000.0,397378150.0,7.1,3644,23.8669,Wes Ball,"Owen Teague, Freya Allan, Kevin Durand",Nominated for 1 Oscar. 4 wins & 59 nominations total,149104.0,6.9,6.6,8.0,PG-13,"['Action', 'Adventure', 'Drama']"
Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga,tt12037194,149,en,"['AU', 'US']","As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",2024-05-22,https://www.furiosaamadmaxsaga.com,170000000.0,173775791.0,7.5,4024,24.1681,George Miller,"Anya Taylor-Joy, Chris Hemsworth, Tom Burke",26 wins & 128 nominations total,280028.0,7.5,7.9,9.0,R,"['Action', 'Adventure', 'Sci-Fi']"
Bagman,Bagman,tt21201300,92,en,['US'],"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",2024-09-20,,14500000.0,,6.3,284,26.2467,Colm McCarthy,"Sam Claflin, Antonia Thomas, Caréll Vincent Rhoden",,3205.0,4.7,,,PG-13,['Horror']
Aftermath,Aftermath,tt26545708,95,en,['US'],"A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage.",2024-09-27,,,,6.2,124,24.0454,Patrick Lussier,"Dylan Sprouse, Mason Gooding, Megan Stott",,625.0,5.1,,,,"['Action', 'Thriller']"
I'm Still Here,Ainda Estou Aqui,tt14961016,138,pt,['BR'],"In 1971, military dictatorship in Brazil reaches its height. The Paiva family — Rubens, Eunice, and their five children — live in a beachside house in Rio, open to all their friends. One day, Rubens is taken for questioning and does not return.",2024-09-19,https://www.sonyclassics.com/film/imstillhere,1480000.0,29940623.0,7.969,553,18.1906,Walter Salles,"Fernanda Torres, Fernanda Montenegro, Selton Mello",Won 1 Oscar. 50 wins & 60 nominations total,86641.0,8.6,8.5,,PG-13,"['Biography', 'Drama', 'History']"
A Complete Unknown,A Complete Unknown,tt11563598,140,en,['US'],"New York, early 1960s. Against the backdrop of a vibrant music scene and tumultuous cultural upheaval, an enigmatic 19-year-old from Minnesota arrives in the West Village with his guitar and revolutionary talent, destined to change the course of American music.",2024-12-18,https://www.searchlightpictures.com/a-complete-unknown,65000000.0,127117744.0,7.1,812,21.6705,James Mangold,"Timothée Chalamet, Edward Norton, Elle Fanning",Nominated for 8 Oscars. 24 wins & 126 nominations total,58332.0,7.7,7.0,8.2,R,"['Biography', 'Drama', 'Music']"
Abigail,Abigail,tt27489557,109,en,['US'],"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",2024-04-16,https://www.abigailmovie.com,28000000.0,43015969.0,6.8,1487,23.6112,"Matt Bettinelli-Olpin, Tyler Gillett","Melissa Barrera, Dan Stevens, Alisha Weir",2 wins & 22 nominations total,94236.0,6.6,6.2,8.3,R,"['Horror', 'Thriller']"
Arcadian,Arcadian,tt22939186,92,en,['US'],"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",2024-04-12,https://afdah2.com/,,1134275.0,6.1,634,24.9067,Benjamin Brewer,"Nicolas Cage, Jaeden Martell, Maxwell Jenkins",1 nomination total,19659.0,5.5,5.7,,R,"['Action', 'Drama', 'Horror']"
Whisper of the Witch,Заклятье. Шепот ведьм,tt13358904,90,ru,['RU'],"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",2024-06-13,,,,6.5,41,24.0294,Serik Beyseu,"Maryana Spivak, Igor Grabuzov, Valeria Kot",,289.0,3.9,,,,"['Horror', 'Thriller']"
River of Blood,River of Blood,tt29708137,86,en,"['DK', 'GB']",Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.,2024-08-29,,,,6.071,42,22.5057,Howard J. Ford,"Suwajchai Anubhat, Yothin Bumroong, Panisa Dechosart",,59.0,,,,,"['Horror', 'Thriller']"
Armor,Armor,tt29252358,89,en,['US'],"Armored truck security guard James Brody is working with his son Casey transporting millions of dollars between banks when a team of thieves led by Rook orchestrate a takeover of their truck to seize the riches. Following a violent car chase, Rook soon has the armored truck surrounded and James and Casey find themselves cornered onto a decrepit bridge.",2024-10-30,,11500000.0,,5.614,193,21.6975,Justin Routt,"Jason Patric, Sylvester Stallone, Josh Wiggins",,3318.0,3.5,,0.0,R,"['Action', 'Crime', 'Drama']"
IF,IF,tt11152168,104,en,['US'],"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",2024-05-08,https://www.if.movie,110000000.0,190309707.0,7.087,1307,18.6194,John Krasinski,"Cailey Fleming, Ryan Reynolds, John Krasinski",6 nominations total,52346.0,6.4,4.6,5.0,PG,"['Animation', 'Comedy', 'Drama']"
Better Man,Better Man,tt14260836,135,en,['AU'],"Follow Robbie Williams' journey from childhood, to being the youngest member of chart-topping boyband Take That, through to his unparalleled achievements as a record-breaking solo artist – all the while confronting the challenges that stratospheric fame and success can bring.",2024-12-06,https://www.bettermanmovie.com,110000000.0,22122995.0,7.8,363,22.022,Michael Gracey,"Robbie Williams, Jonno Davies, Steve Pemberton",Nominated for 1 Oscar. 11 wins & 36 nominations total,15741.0,7.6,7.7,8.8,R,"['Biography', 'Fantasy', 'Music']"
Wallace & Gromit: Vengeance Most Fowl,Wallace & Gromit: Vengeance Most Fowl,tt17163970,79,en,['GB'],"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",2024-12-18,https://www.bbc.co.uk/programmes/m0022179,,191452.0,7.6,442,22.3985,"Merlin Crossingham, Nick Park","Ben Whitehead, Peter Kay, Lauren Patel",Nominated for 1 Oscar. 7 wins & 49 nominations total,32826.0,7.5,8.3,10.0,PG,"['Animation', 'Adventure', 'Comedy']"
The Crow,The Crow,tt1340094,111,en,['US'],"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",2024-08-21,https://thecrow.movie/,50000000.0,24109036.0,5.834,998,21.3544,Rupert Sanders,"Bill Skarsgård, FKA twigs, Danny Huston",2 nominations total,29586.0,4.7,3.0,8.7,R,"['Action', 'Crime', 'Fantasy']"
Twisters,Twisters,tt12584954,123,en,['US'],"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",2024-07-10,https://www.twisters-movie.com,155000000.0,370962265.0,6.857,2338,19.391,Lee Isaac Chung,"Daisy Edgar-Jones, Glen Powell, Anthony Ramos",22 nominations total,150147.0,6.5,6.5,7.5,PG-13,"['Action', 'Adventure', 'Thriller']"
Eye for an Eye 2,目中无人2,tt30972810,90,zh,['CN'],"The blind swordsman, skilled in martial arts, named Cheng Xiazi (Xie Miao), accidentally saves Zhang Xiaoyu (Yang Enyou), who has suffered from the destruction of his family. Under the persuasion of the orphan Xiaoyu, Cheng reluctantly keeps him by his side and teaches him skills. Xiaoyu also waits for the opportunity to seek revenge.",2024-07-21,,,,6.296,49,20.9787,Bingjia Yang,"Miao Xie, Enyou Yang, Tao Huang",1 nomination total,350.0,6.5,,,,"['Action', 'Drama', 'Western']"
Speak No Evil,Speak No Evil,tt27534307,110,en,['US'],"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",2024-09-11,https://www.speaknoevilmovie.com,15000000.0,76756109.0,7.252,1368,19.4702,James Watkins,"James McAvoy, Mackenzie Davis, Scoot McNairy",4 nominations total,91299.0,6.8,6.6,8.3,R,"['Drama', 'Horror', 'Thriller']"
Survive,Survivre,tt27032708,90,fr,['FR'],A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,2024-06-19,https://amzn.to/3ZPDLly,5270000.0,,5.857,178,20.0603,Frédéric Jardin,"Émilie Dequenne, Andreas Pietschmann, Lisa Delamar",,1667.0,4.6,,7.1,,"['Action', 'Adventure', 'Sci-Fi']"
The Wailing,El llanto,tt26750774,107,es,['ES'],"Andrea, in search of her biological family, feels stalked by an invisible threat. Other women before them have suffered the same fate. Twenty years earlier, on the other side of the world, Camille, fascinated by Marie, tries to warn her of a threat hanging over her.",2024-10-25,,,,6.4,43,19.5835,Pedro Martín-Calero,"Ester Expósito, Mathilde Ollivier, Malena Villa",1 win & 2 nominations total,269.0,,,8.3,,"['Drama', 'Horror']"
Subservience,Subservience,tt24871974,105,en,['US'],"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",2024-08-15,,4400000.0,262793.0,6.701,658,18.1001,S.K. Dale,"Megan Fox, Michele Morrone, Madeline Zima",,20866.0,5.4,,4.9,R,"['Sci-Fi', 'Thriller']"
